trust,region,year,month,month_name,period,attendances,admissions,breaches,perf_4hr_pct,breach_rate_pct,admission_rate_pct,median_wait_mins,ambulance_handover_delay_pct,prev_month_perf,prev_month_breach,rolling_3m_att,att_growth_pct,is_winter,is_covid_period
Nottingham University Hospitals,Midlands,2019,12,Dec,2019-12,13407,3262,2780,79.3,20.7,24.3,126.0,10.0,82.5,17.5,12519.0,3.87,1,0
Nottingham University Hospitals,Midlands,2020,1,Jan,2020-01,13701,3727,3299,75.9,24.1,27.2,119.0,7.6,79.3,20.7,13338.0,2.19,1,0
Nottingham University Hospitals,Midlands,2020,2,Feb,2020-02,12968,3809,3125,75.9,24.1,29.4,129.0,10.4,75.9,24.1,13359.0,-5.35,1,0
Nottingham University Hospitals,Midlands,2020,3,Mar,2020-03,12860,3678,2696,79.0,21.0,28.6,131.0,9.6,75.9,24.1,13176.0,-0.83,0,1
Nottingham University Hospitals,Midlands,2020,4,Apr,2020-04,6211,1754,1000,83.9,16.1,28.3,85.0,3.5,79.0,21.0,10680.0,-51.7,0,1
Nottingham University Hospitals,Midlands,2020,5,May,2020-05,6300,1651,904,85.6,14.4,26.2,98.0,4.4,83.9,16.1,8457.0,1.43,0,1
Nottingham University Hospitals,Midlands,2020,6,Jun,2020-06,6531,1974,1111,83.0,17.0,30.2,85.0,5.2,85.6,14.4,6347.0,3.67,0,1
Nottingham University Hospitals,Midlands,2020,7,Jul,2020-07,9653,2665,1821,81.1,18.9,27.6,84.0,8.6,83.0,17.0,7495.0,47.8,0,0
Nottingham University Hospitals,Midlands,2020,8,Aug,2020-08,9894,2608,1859,81.2,18.8,26.4,76.0,4.3,81.1,18.9,8693.0,2.5,0,0
Nottingham University Hospitals,Midlands,2020,9,Sep,2020-09,9181,2463,1500,83.7,16.3,26.8,94.0,6.3,81.2,18.8,9576.0,-7.21,0,0
Nottingham University Hospitals,Midlands,2020,10,Oct,2020-10,11446,3519,2112,81.5,18.5,30.7,93.0,7.5,83.7,16.3,10174.0,24.67,0,0
Nottingham University Hospitals,Midlands,2020,11,Nov,2020-11,12673,3727,2498,80.3,19.7,29.4,93.0,9.8,81.5,18.5,11100.0,10.72,1,0
Nottingham University Hospitals,Midlands,2020,12,Dec,2020-12,12943,3804,3202,75.3,24.7,29.4,146.0,6.4,80.3,19.7,12354.0,2.13,1,0
Nottingham University Hospitals,Midlands,2021,1,Jan,2021-01,13677,3563,4683,65.8,34.2,26.1,205.0,12.1,75.3,24.7,13098.0,5.67,1,0
Nottingham University Hospitals,Midlands,2021,2,Feb,2021-02,13171,3162,4126,68.7,31.3,24.0,174.0,11.8,65.8,34.2,13264.0,-3.7,1,0
Nottingham University Hospitals,Midlands,2021,3,Mar,2021-03,13209,3191,3556,73.1,26.9,24.2,150.0,11.1,68.7,31.3,13352.0,0.29,0,0
Nottingham University Hospitals,Midlands,2021,4,Apr,2021-04,12021,3219,3063,74.5,25.5,26.8,124.0,6.3,73.1,26.9,12800.0,-8.99,0,0
Nottingham University Hospitals,Midlands,2021,5,May,2021-05,11264,3085,2796,75.2,24.8,27.4,144.0,8.5,74.5,25.5,12165.0,-6.3,0,0
Nottingham University Hospitals,Midlands,2021,6,Jun,2021-06,11458,3506,2576,77.5,22.5,30.6,145.0,10.8,75.2,24.8,11581.0,1.72,0,0
Nottingham University Hospitals,Midlands,2021,7,Jul,2021-07,12772,3132,3060,76.0,24.0,24.5,126.0,6.7,77.5,22.5,11831.0,11.47,0,0
Nottingham University Hospitals,Midlands,2021,8,Aug,2021-08,12772,3621,3608,71.7,28.3,28.4,145.0,10.4,76.0,24.0,12334.0,0.0,0,0
Nottingham University Hospitals,Midlands,2021,9,Sep,2021-09,11425,3250,2692,76.4,23.6,28.5,127.0,9.3,71.7,28.3,12323.0,-10.55,0,0
Nottingham University Hospitals,Midlands,2021,10,Oct,2021-10,11888,3616,3261,72.6,27.4,30.4,123.0,9.4,76.4,23.6,12028.0,4.05,0,0
Nottingham University Hospitals,Midlands,2021,11,Nov,2021-11,13499,3298,3844,71.5,28.5,24.4,117.0,7.0,72.6,27.4,12271.0,13.55,1,0
Nottingham University Hospitals,Midlands,2021,12,Dec,2021-12,13717,3421,4324,68.5,31.5,24.9,217.0,11.2,71.5,28.5,13035.0,1.61,1,0
Nottingham University Hospitals,Midlands,2022,1,Jan,2022-01,13884,3992,5041,63.7,36.3,28.8,160.0,11.4,68.5,31.5,13700.0,1.22,1,0
Nottingham University Hospitals,Midlands,2022,2,Feb,2022-02,13893,3865,4859,65.0,35.0,27.8,183.0,9.5,63.7,36.3,13831.0,0.06,1,0
Nottingham University Hospitals,Midlands,2022,3,Mar,2022-03,12598,3207,4098,67.5,32.5,25.5,158.0,13.4,65.0,35.0,13458.0,-9.32,0,0
Nottingham University Hospitals,Midlands,2022,4,Apr,2022-04,12418,3722,3494,71.9,28.1,30.0,121.0,12.6,67.5,32.5,12970.0,-1.43,0,0
Nottingham University Hospitals,Midlands,2022,5,May,2022-05,11427,3538,2972,74.0,26.0,31.0,142.0,12.0,71.9,28.1,12148.0,-7.98,0,0
Nottingham University Hospitals,Midlands,2022,6,Jun,2022-06,12148,3287,3556,70.7,29.3,27.1,137.0,7.7,74.0,26.0,11998.0,6.31,0,0
Nottingham University Hospitals,Midlands,2022,7,Jul,2022-07,13071,3310,3645,72.1,27.9,25.3,146.0,12.2,70.7,29.3,12215.0,7.6,0,0
Nottingham University Hospitals,Midlands,2022,8,Aug,2022-08,13786,3811,3994,71.0,29.0,27.7,154.0,11.7,72.1,27.9,13002.0,5.47,0,0
Nottingham University Hospitals,Midlands,2022,9,Sep,2022-09,11634,3377,3363,71.1,28.9,29.0,121.0,11.0,71.0,29.0,12830.0,-15.61,0,0
Nottingham University Hospitals,Midlands,2022,10,Oct,2022-10,12492,3492,4017,67.8,32.2,28.0,205.0,11.3,71.1,28.9,12637.0,7.37,0,0
Nottingham University Hospitals,Midlands,2022,11,Nov,2022-11,12794,3390,4513,64.7,35.3,26.5,215.0,10.7,67.8,32.2,12307.0,2.42,1,0
Nottingham University Hospitals,Midlands,2022,12,Dec,2022-12,13955,3663,5083,63.6,36.4,26.3,210.0,14.1,64.7,35.3,13080.0,9.07,1,0
Nottingham University Hospitals,Midlands,2023,1,Jan,2023-01,13948,3376,5662,59.4,40.6,24.2,186.0,15.2,63.6,36.4,13566.0,-0.05,1,0
Nottingham University Hospitals,Midlands,2023,2,Feb,2023-02,13367,3580,5301,60.3,39.7,26.8,215.0,16.8,59.4,40.6,13757.0,-4.17,1,0
Nottingham University Hospitals,Midlands,2023,3,Mar,2023-03,12682,3373,4472,64.7,35.3,26.6,181.0,13.9,60.3,39.7,13332.0,-5.12,0,0
Nottingham University Hospitals,Midlands,2023,4,Apr,2023-04,12565,3523,3959,68.5,31.5,28.0,178.0,12.8,64.7,35.3,12871.0,-0.92,0,0
Nottingham University Hospitals,Midlands,2023,5,May,2023-05,11671,3093,3683,68.4,31.6,26.5,198.0,9.5,68.5,31.5,12306.0,-7.12,0,0
Nottingham University Hospitals,Midlands,2023,6,Jun,2023-06,11981,2960,3671,69.4,30.6,24.7,188.0,9.0,68.4,31.6,12072.0,2.66,0,0
Nottingham University Hospitals,Midlands,2023,7,Jul,2023-07,12676,3197,4521,64.3,35.7,25.2,211.0,11.2,69.4,30.6,12109.0,5.8,0,0
Nottingham University Hospitals,Midlands,2023,8,Aug,2023-08,14025,3794,4836,65.5,34.5,27.1,193.0,12.2,64.3,35.7,12894.0,10.64,0,0
Nottingham University Hospitals,Midlands,2023,9,Sep,2023-09,12410,3285,4180,66.3,33.7,26.5,213.0,14.5,65.5,34.5,13037.0,-11.52,0,0
Nottingham University Hospitals,Midlands,2023,10,Oct,2023-10,12928,3808,4542,64.9,35.1,29.5,186.0,12.3,66.3,33.7,13121.0,4.17,0,0
Nottingham University Hospitals,Midlands,2023,11,Nov,2023-11,13217,3344,4883,63.1,36.9,25.3,177.0,15.1,64.9,35.1,12852.0,2.24,1,0
Nottingham University Hospitals,Midlands,2023,12,Dec,2023-12,13710,3356,5625,59.0,41.0,24.5,216.0,14.4,63.1,36.9,13285.0,3.73,1,0
Nottingham University Hospitals,Midlands,2024,1,Jan,2024-01,14547,4342,5319,63.4,36.6,29.9,177.0,14.0,59.0,41.0,13825.0,6.11,1,0
Nottingham University Hospitals,Midlands,2024,2,Feb,2024-02,14320,3588,5111,64.3,35.7,25.1,212.0,12.7,63.4,36.6,14192.0,-1.56,1,0
Nottingham University Hospitals,Midlands,2024,3,Mar,2024-03,13146,3189,4484,65.9,34.1,24.3,163.0,13.5,64.3,35.7,14004.0,-8.2,0,0
Nottingham University Hospitals,Midlands,2024,4,Apr,2024-04,11865,3281,3695,68.9,31.1,27.7,159.0,13.7,65.9,34.1,13110.0,-9.74,0,0
Nottingham University Hospitals,Midlands,2024,5,May,2024-05,11839,3093,3563,69.9,30.1,26.1,170.0,7.5,68.9,31.1,12283.0,-0.22,0,0
Nottingham University Hospitals,Midlands,2024,6,Jun,2024-06,12716,3251,3553,72.1,27.9,25.6,140.0,11.2,69.9,30.1,12140.0,7.41,0,0
Nottingham University Hospitals,Midlands,2024,7,Jul,2024-07,13752,3592,4348,68.4,31.6,26.1,176.0,12.3,72.1,27.9,12769.0,8.15,0,0
Nottingham University Hospitals,Midlands,2024,8,Aug,2024-08,14110,3752,4739,66.4,33.6,26.6,214.0,13.6,68.4,31.6,13526.0,2.6,0,0
Nottingham University Hospitals,Midlands,2024,9,Sep,2024-09,12839,3434,3761,70.7,29.3,26.8,137.0,11.2,66.4,33.6,13567.0,-9.01,0,0
Nottingham University Hospitals,Midlands,2024,10,Oct,2024-10,12312,3566,3956,67.9,32.1,29.0,166.0,12.9,70.7,29.3,13087.0,-4.1,0,0
Nottingham University Hospitals,Midlands,2024,11,Nov,2024-11,13853,3365,4572,67.0,33.0,24.3,172.0,12.2,67.9,32.1,13001.0,12.52,1,0
Nottingham University Hospitals,Midlands,2024,12,Dec,2024-12,14038,4114,5047,64.0,36.0,29.3,162.0,12.7,67.0,33.0,13401.0,1.34,1,0
Oxford University Hospitals,South East,2018,2,Feb,2018-02,10596,3054,2083,80.3,19.7,28.8,84.0,5.7,79.0,21.0,11087.0,-8.48,1,0
Oxford University Hospitals,South East,2018,3,Mar,2018-03,10595,3143,1649,84.4,15.6,29.7,95.0,6.8,80.3,19.7,10923.0,-0.01,0,0
Oxford University Hospitals,South East,2018,4,Apr,2018-04,9595,2615,1304,86.4,13.6,27.3,82.0,6.0,84.4,15.6,10262.0,-9.44,0,0
Oxford University Hospitals,South East,2018,5,May,2018-05,9542,2898,1261,86.8,13.2,30.4,76.0,3.5,86.4,13.6,9911.0,-0.55,0,0
Oxford University Hospitals,South East,2018,6,Jun,2018-06,9452,2733,1142,87.9,12.1,28.9,87.0,5.3,86.8,13.2,9530.0,-0.94,0,0
Oxford University Hospitals,South East,2018,7,Jul,2018-07,10412,2829,1419,86.4,13.6,27.2,89.0,7.4,87.9,12.1,9802.0,10.16,0,0
Oxford University Hospitals,South East,2018,8,Aug,2018-08,10584,2973,1817,82.8,17.2,28.1,109.0,5.3,86.4,13.6,10149.0,1.65,0,0
Oxford University Hospitals,South East,2018,9,Sep,2018-09,9360,2577,1338,85.7,14.3,27.5,81.0,6.0,82.8,17.2,10119.0,-11.56,0,0
Oxford University Hospitals,South East,2018,10,Oct,2018-10,10398,2753,1647,84.2,15.8,26.5,89.0,3.2,85.7,14.3,10114.0,11.09,0,0
Oxford University Hospitals,South East,2018,11,Nov,2018-11,11131,2973,2058,81.5,18.5,26.7,98.0,6.1,84.2,15.8,10296.0,7.05,1,0
Oxford University Hospitals,South East,2018,12,Dec,2018-12,11332,3365,2482,78.1,21.9,29.7,152.0,8.6,81.5,18.5,10954.0,1.81,1,0
Oxford University Hospitals,South East,2019,1,Jan,2019-01,12132,3317,2978,75.4,24.6,27.3,137.0,9.1,78.1,21.9,11532.0,7.06,1,0
Oxford University Hospitals,South East,2019,2,Feb,2019-02,11109,2764,2477,77.7,22.3,24.9,128.0,5.8,75.4,24.6,11524.0,-8.43,1,0
Oxford University Hospitals,South East,2019,3,Mar,2019-03,10889,2658,2212,79.7,20.3,24.4,135.0,7.7,77.7,22.3,11377.0,-1.98,0,0
Oxford University Hospitals,South East,2019,4,Apr,2019-04,10168,2686,1611,84.2,15.8,26.4,103.0,5.8,79.7,20.3,10722.0,-6.62,0,0
Oxford University Hospitals,South East,2019,5,May,2019-05,9345,2836,1345,85.6,14.4,30.4,89.0,3.8,84.2,15.8,10134.0,-8.09,0,0
Oxford University Hospitals,South East,2019,6,Jun,2019-06,9691,2619,1603,83.4,16.6,27.0,96.0,3.3,85.6,14.4,9735.0,3.7,0,0
Oxford University Hospitals,South East,2019,7,Jul,2019-07,11064,3109,1729,84.4,15.6,28.1,104.0,3.0,83.4,16.6,10033.0,14.17,0,0
Oxford University Hospitals,South East,2019,8,Aug,2019-08,10974,3270,1880,82.9,17.1,29.8,102.0,4.7,84.4,15.6,10576.0,-0.81,0,0
Oxford University Hospitals,South East,2019,9,Sep,2019-09,10222,3079,1753,82.8,17.2,30.1,109.0,4.1,82.9,17.1,10753.0,-6.85,0,0
Oxford University Hospitals,South East,2019,10,Oct,2019-10,10360,2780,2019,80.5,19.5,26.8,93.0,7.3,82.8,17.2,10519.0,1.35,0,0
Oxford University Hospitals,South East,2019,11,Nov,2019-11,11377,3113,2214,80.5,19.5,27.4,103.0,9.5,80.5,19.5,10653.0,9.82,1,0
Oxford University Hospitals,South East,2019,12,Dec,2019-12,10965,2697,2217,79.8,20.2,24.6,147.0,5.8,80.5,19.5,10901.0,-3.62,1,0
Oxford University Hospitals,South East,2020,1,Jan,2020-01,11563,3296,2878,75.1,24.9,28.5,127.0,6.0,79.8,20.2,11302.0,5.45,1,0
Oxford University Hospitals,South East,2020,2,Feb,2020-02,11486,3064,2474,78.5,21.5,26.7,120.0,7.2,75.1,24.9,11338.0,-0.67,1,0
Oxford University Hospitals,South East,2020,3,Mar,2020-03,10484,3122,2031,80.6,19.4,29.8,96.0,5.9,78.5,21.5,11178.0,-8.72,0,1
Oxford University Hospitals,South East,2020,4,Apr,2020-04,5659,1685,986,82.6,17.4,29.8,97.0,7.8,80.6,19.4,9210.0,-46.02,0,1
Oxford University Hospitals,South East,2020,5,May,2020-05,5455,1674,900,83.5,16.5,30.7,94.0,6.4,82.6,17.4,7199.0,-3.6,0,1
Oxford University Hospitals,South East,2020,6,Jun,2020-06,5459,1528,881,83.8,16.2,28.0,81.0,3.0,83.5,16.5,5524.0,0.07,0,1
Oxford University Hospitals,South East,2020,7,Jul,2020-07,8775,2427,1500,82.9,17.1,27.7,83.0,7.0,83.8,16.2,6563.0,60.74,0,0
Oxford University Hospitals,South East,2020,8,Aug,2020-08,8650,2174,1677,80.6,19.4,25.1,81.0,5.0,82.9,17.1,7628.0,-1.42,0,0
Oxford University Hospitals,South East,2020,9,Sep,2020-09,7966,2133,1509,81.0,19.0,26.8,93.0,6.5,80.6,19.4,8464.0,-7.91,0,0
Oxford University Hospitals,South East,2020,10,Oct,2020-10,10262,2567,1826,82.2,17.8,25.0,93.0,3.6,81.0,19.0,8959.0,28.82,0,0
Oxford University Hospitals,South East,2020,11,Nov,2020-11,10804,3021,2307,78.6,21.4,28.0,150.0,7.8,82.2,17.8,9677.0,5.28,1,0
Oxford University Hospitals,South East,2020,12,Dec,2020-12,12030,2969,3063,74.5,25.5,24.7,112.0,7.0,78.6,21.4,11032.0,11.35,1,0
Oxford University Hospitals,South East,2021,1,Jan,2021-01,12161,2957,3961,67.4,32.6,24.3,216.0,13.5,74.5,25.5,11665.0,1.09,1,0
Oxford University Hospitals,South East,2021,2,Feb,2021-02,11405,2872,3803,66.7,33.3,25.2,163.0,9.4,67.4,32.6,11865.0,-6.22,1,0
Oxford University Hospitals,South East,2021,3,Mar,2021-03,11083,2937,3344,69.8,30.2,26.5,219.0,11.7,66.7,33.3,11550.0,-2.82,0,0
Oxford University Hospitals,South East,2021,4,Apr,2021-04,10591,2825,2921,72.4,27.6,26.7,135.0,7.1,69.8,30.2,11026.0,-4.44,0,0
Oxford University Hospitals,South East,2021,5,May,2021-05,9615,2739,2305,76.0,24.0,28.5,128.0,8.3,72.4,27.6,10430.0,-9.22,0,0
Oxford University Hospitals,South East,2021,6,Jun,2021-06,10259,2703,2776,72.9,27.1,26.3,118.0,7.1,76.0,24.0,10155.0,6.7,0,0
Oxford University Hospitals,South East,2021,7,Jul,2021-07,11471,3338,3012,73.7,26.3,29.1,124.0,8.5,72.9,27.1,10448.0,11.81,0,0
Oxford University Hospitals,South East,2021,8,Aug,2021-08,11143,2813,3261,70.7,29.3,25.3,146.0,11.3,73.7,26.3,10958.0,-2.86,0,0
Oxford University Hospitals,South East,2021,9,Sep,2021-09,10262,3125,2643,74.2,25.8,30.5,113.0,7.7,70.7,29.3,10959.0,-7.91,0,0
Oxford University Hospitals,South East,2021,10,Oct,2021-10,10413,3222,2762,73.5,26.5,30.9,121.0,11.5,74.2,25.8,10606.0,1.47,0,0
Oxford University Hospitals,South East,2021,11,Nov,2021-11,11684,3130,3652,68.7,31.3,26.8,182.0,13.8,73.5,26.5,10786.0,12.21,1,0
Oxford University Hospitals,South East,2021,12,Dec,2021-12,11503,3029,3561,69.0,31.0,26.3,203.0,10.4,68.7,31.3,11200.0,-1.55,1,0
Oxford University Hospitals,South East,2022,1,Jan,2022-01,12405,3675,4444,64.2,35.8,29.6,211.0,9.9,69.0,31.0,11864.0,7.84,1,0
Oxford University Hospitals,South East,2022,2,Feb,2022-02,11973,3222,4441,62.9,37.1,26.9,191.0,12.4,64.2,35.8,11960.0,-3.48,1,0
Oxford University Hospitals,South East,2022,3,Mar,2022-03,11273,2812,3513,68.8,31.2,24.9,199.0,10.3,62.9,37.1,11884.0,-5.85,0,0
Oxford University Hospitals,South East,2022,4,Apr,2022-04,10093,3092,3181,68.5,31.5,30.6,212.0,13.5,68.8,31.2,11113.0,-10.47,0,0
Oxford University Hospitals,South East,2022,5,May,2022-05,10584,2803,3156,70.2,29.8,26.5,140.0,10.3,68.5,31.5,10650.0,4.86,0,0
Oxford University Hospitals,South East,2022,6,Jun,2022-06,10437,2938,3102,70.3,29.7,28.2,136.0,8.4,70.2,29.8,10371.0,-1.39,0,0
Oxford University Hospitals,South East,2022,7,Jul,2022-07,11230,3143,3418,69.6,30.4,28.0,169.0,12.1,70.3,29.7,10750.0,7.6,0,0
Oxford University Hospitals,South East,2022,8,Aug,2022-08,11137,3281,3590,67.8,32.2,29.5,192.0,9.8,69.6,30.4,10935.0,-0.83,0,0
Oxford University Hospitals,South East,2022,9,Sep,2022-09,10560,3122,3103,70.6,29.4,29.6,143.0,10.9,67.8,32.2,10976.0,-5.18,0,0
Oxford University Hospitals,South East,2022,10,Oct,2022-10,10709,2766,3547,66.9,33.1,25.8,182.0,12.2,70.6,29.4,10802.0,1.41,0,0
Oxford University Hospitals,South East,2022,11,Nov,2022-11,11590,2786,4056,65.0,35.0,24.0,187.0,11.0,66.9,33.1,10953.0,8.23,1,0
Oxford University Hospitals,South East,2022,12,Dec,2022-12,12231,3436,4655,61.9,38.1,28.1,216.0,11.4,65.0,35.0,11510.0,5.53,1,0
Oxford University Hospitals,South East,2023,1,Jan,2023-01,12506,3549,5351,57.2,42.8,28.4,191.0,14.4,61.9,38.1,12109.0,2.25,1,0
Oxford University Hospitals,South East,2023,2,Feb,2023-02,12010,3047,4572,61.9,38.1,25.4,156.0,15.5,57.2,42.8,12249.0,-3.97,1,0
Oxford University Hospitals,South East,2023,3,Mar,2023-03,11515,3244,4098,64.4,35.6,28.2,208.0,12.0,61.9,38.1,12010.0,-4.12,0,0
Oxford University Hospitals,South East,2023,4,Apr,2023-04,10784,3020,3505,67.5,32.5,28.0,167.0,10.0,64.4,35.6,11436.0,-6.35,0,0
Oxford University Hospitals,South East,2023,5,May,2023-05,10105,2641,3402,66.3,33.7,26.1,191.0,12.3,67.5,32.5,10801.0,-6.3,0,0
Oxford University Hospitals,South East,2023,6,Jun,2023-06,10619,2609,3471,67.3,32.7,24.6,161.0,9.5,66.3,33.7,10503.0,5.09,0,0
Oxford University Hospitals,South East,2023,7,Jul,2023-07,11461,2977,4103,64.2,35.8,26.0,181.0,14.4,67.3,32.7,10728.0,7.93,0,0
Oxford University Hospitals,South East,2023,8,Aug,2023-08,11314,3245,3966,64.9,35.1,28.7,207.0,14.9,64.2,35.8,11131.0,-1.28,0,0
Oxford University Hospitals,South East,2023,9,Sep,2023-09,10167,3070,3562,65.0,35.0,30.2,185.0,12.7,64.9,35.1,10981.0,-10.14,0,0
Oxford University Hospitals,South East,2023,10,Oct,2023-10,11042,3370,3858,65.1,34.9,30.5,220.0,13.5,65.0,35.0,10841.0,8.61,0,0
Oxford University Hospitals,South East,2023,11,Nov,2023-11,11571,2816,4239,63.4,36.6,24.3,170.0,15.2,65.1,34.9,10927.0,4.79,1,0
Oxford University Hospitals,South East,2023,12,Dec,2023-12,11969,2988,4940,58.7,41.3,25.0,211.0,14.4,63.4,36.6,11527.0,3.44,1,0
Oxford University Hospitals,South East,2024,1,Jan,2024-01,12920,3786,5129,60.3,39.7,29.3,204.0,12.8,58.7,41.3,12153.0,7.95,1,0
Oxford University Hospitals,South East,2024,2,Feb,2024-02,12100,3731,4636,61.7,38.3,30.8,197.0,16.0,60.3,39.7,12330.0,-6.35,1,0
Oxford University Hospitals,South East,2024,3,Mar,2024-03,11451,3362,3839,66.5,33.5,29.4,200.0,14.5,61.7,38.3,12157.0,-5.36,0,0
Oxford University Hospitals,South East,2024,4,Apr,2024-04,10656,3058,3530,66.9,33.1,28.7,202.0,12.0,66.5,33.5,11402.0,-6.94,0,0
Oxford University Hospitals,South East,2024,5,May,2024-05,10279,2691,3097,69.9,30.1,26.2,183.0,11.4,66.9,33.1,10795.0,-3.54,0,0
Oxford University Hospitals,South East,2024,6,Jun,2024-06,11071,2971,3512,68.3,31.7,26.8,172.0,9.3,69.9,30.1,10669.0,7.71,0,0
Oxford University Hospitals,South East,2024,7,Jul,2024-07,11897,3163,3630,69.5,30.5,26.6,204.0,13.1,68.3,31.7,11082.0,7.46,0,0
Oxford University Hospitals,South East,2024,8,Aug,2024-08,12297,3774,4233,65.6,34.4,30.7,179.0,11.1,69.5,30.5,11755.0,3.36,0,0
Oxford University Hospitals,South East,2024,9,Sep,2024-09,10371,2568,3236,68.8,31.2,24.8,171.0,9.8,65.6,34.4,11522.0,-15.66,0,0
Oxford University Hospitals,South East,2024,10,Oct,2024-10,11353,2965,3593,68.3,31.7,26.1,211.0,13.2,68.8,31.2,11340.0,9.47,0,0
Oxford University Hospitals,South East,2024,11,Nov,2024-11,12219,3523,4529,62.9,37.1,28.8,216.0,14.1,68.3,31.7,11314.0,7.63,1,0
Oxford University Hospitals,South East,2024,12,Dec,2024-12,12242,3491,4609,62.3,37.7,28.5,188.0,10.9,62.9,37.1,11938.0,0.19,1,0
Royal Free London,London,2018,2,Feb,2018-02,13813,4217,2710,80.4,19.6,30.5,107.0,6.9,79.2,20.8,13855.0,-0.6,1,0
Royal Free London,London,2018,3,Mar,2018-03,12944,3139,2014,84.4,15.6,24.3,92.0,4.5,80.4,19.6,13551.0,-6.29,0,0
Royal Free London,London,2018,4,Apr,2018-04,12532,3492,1938,84.5,15.5,27.9,101.0,5.3,84.4,15.6,13096.0,-3.18,0,0
Royal Free London,London,2018,5,May,2018-05,11481,3171,1162,89.9,10.1,27.6,96.0,2.0,84.5,15.5,12319.0,-8.39,0,0
Royal Free London,London,2018,6,Jun,2018-06,12233,3000,1565,87.2,12.8,24.5,79.0,6.5,89.9,10.1,12082.0,6.55,0,0
Royal Free London,London,2018,7,Jul,2018-07,12851,3538,1957,84.8,15.2,27.5,102.0,2.7,87.2,12.8,12188.0,5.05,0,0
Royal Free London,London,2018,8,Aug,2018-08,13582,3294,2246,83.5,16.5,24.3,77.0,7.8,84.8,15.2,12889.0,5.69,0,0
Royal Free London,London,2018,9,Sep,2018-09,11754,3181,1743,85.2,14.8,27.1,105.0,3.8,83.5,16.5,12729.0,-13.46,0,0
Royal Free London,London,2018,10,Oct,2018-10,12421,3371,2093,83.1,16.9,27.1,95.0,6.3,85.2,14.8,12586.0,5.67,0,0
Royal Free London,London,2018,11,Nov,2018-11,13319,3295,2430,81.7,18.3,24.7,88.0,4.0,83.1,16.9,12498.0,7.23,1,0
Royal Free London,London,2018,12,Dec,2018-12,14298,4402,2523,82.4,17.6,30.8,105.0,6.8,81.7,18.3,13346.0,7.35,1,0
Royal Free London,London,2019,1,Jan,2019-01,14868,4224,3475,76.6,23.4,28.4,131.0,8.1,82.4,17.6,14162.0,3.99,1,0
Royal Free London,London,2019,2,Feb,2019-02,14286,3746,3126,78.1,21.9,26.2,152.0,5.0,76.6,23.4,14484.0,-3.91,1,0
Royal Free London,London,2019,3,Mar,2019-03,13345,3772,2250,83.1,16.9,28.3,94.0,4.4,78.1,21.9,14166.0,-6.59,0,0
Royal Free London,London,2019,4,Apr,2019-04,12188,3402,1719,85.9,14.1,27.9,93.0,2.5,83.1,16.9,13273.0,-8.67,0,0
Royal Free London,London,2019,5,May,2019-05,11620,3095,1412,87.8,12.2,26.6,96.0,1.7,85.9,14.1,12384.0,-4.66,0,0
Royal Free London,London,2019,6,Jun,2019-06,12653,3546,1617,87.2,12.8,28.0,79.0,5.0,87.8,12.2,12154.0,8.89,0,0
Royal Free London,London,2019,7,Jul,2019-07,13645,4115,2236,83.6,16.4,30.2,98.0,8.1,87.2,12.8,12639.0,7.84,0,0
Royal Free London,London,2019,8,Aug,2019-08,13878,3631,2565,81.5,18.5,26.2,82.0,8.9,83.6,16.4,13392.0,1.71,0,0
Royal Free London,London,2019,9,Sep,2019-09,12600,3289,1802,85.7,14.3,26.1,81.0,6.5,81.5,18.5,13374.0,-9.21,0,0
Royal Free London,London,2019,10,Oct,2019-10,12698,3595,2299,81.9,18.1,28.3,76.0,5.3,85.7,14.3,13059.0,0.78,0,0
Royal Free London,London,2019,11,Nov,2019-11,13708,4234,2867,79.1,20.9,30.9,119.0,5.1,81.9,18.1,13002.0,7.95,1,0
Royal Free London,London,2019,12,Dec,2019-12,13913,3753,2843,79.6,20.4,27.0,135.0,4.3,79.1,20.9,13440.0,1.5,1,0
Royal Free London,London,2020,1,Jan,2020-01,14337,4260,3473,75.8,24.2,29.7,150.0,6.0,79.6,20.4,13986.0,3.05,1,0
Royal Free London,London,2020,2,Feb,2020-02,14288,3817,2980,79.1,20.9,26.7,147.0,5.1,75.8,24.2,14179.0,-0.34,1,0
Royal Free London,London,2020,3,Mar,2020-03,14071,4304,2674,81.0,19.0,30.6,99.0,5.8,79.1,20.9,14232.0,-1.52,0,1
Royal Free London,London,2020,4,Apr,2020-04,7151,1882,1280,82.1,17.9,26.3,100.0,7.9,81.0,19.0,11837.0,-49.18,0,1
Royal Free London,London,2020,5,May,2020-05,6998,2070,1168,83.3,16.7,29.6,101.0,3.2,82.1,17.9,9407.0,-2.14,0,1
Royal Free London,London,2020,6,Jun,2020-06,6917,1807,1167,83.1,16.9,26.1,109.0,6.8,83.3,16.7,7022.0,-1.16,0,1
Royal Free London,London,2020,7,Jul,2020-07,11067,2948,1727,84.4,15.6,26.6,103.0,5.1,83.1,16.9,8327.0,60.0,0,0
Royal Free London,London,2020,8,Aug,2020-08,11519,3528,2279,80.2,19.8,30.6,83.0,5.9,84.4,15.6,9834.0,4.08,0,0
Royal Free London,London,2020,9,Sep,2020-09,10255,2897,1737,83.1,16.9,28.3,91.0,7.4,80.2,19.8,10947.0,-10.97,0,0
Royal Free London,London,2020,10,Oct,2020-10,12668,3306,2569,79.7,20.3,26.1,131.0,5.1,83.1,16.9,11481.0,23.53,0,0
